,time,municipality,station,latitude,longitude,unit
81,2019-01-03 23:57:54,171,190,40.86005165403113,-8.466206152289292,437
82,2019-05-10 15:06:41,90,430,38.793980514176006,-9.333205601022694,1157
83,2019-08-06 11:53:09,31,464,42.03264492950369,-8.653879747374038,899
84,2019-02-03 09:38:55,265,332,41.05387380799548,-8.596691175695428,1277
85,2019-09-18 22:01:15,129,468,39.68673589635616,-8.902632575928882,279
86,2019-12-07 02:08:40,66,339,39.20886616192097,-8.632444015398278,844
87,2019-12-18 21:15:44,265,182,41.046689151091975,-8.521547187355662,519
88,2019-01-21 18:23:26,14,232,40.29358441569521,-7.070371701362222,1327
89,2019-07-31 11:36:47,266,146,38.72410531418185,-9.13091923778712,505
90,2019-10-06 18:00:39,268,514,40.74538800860197,-7.859167783992544,0
91,2019-03-09 06:04:11,241,457,40.451709487261105,-8.462169211484312,264
92,2019-02-22 16:54:11,92,235,39.08788236723411,-9.253451194696506,826
93,2019-11-14 05:54:45,92,389,39.07069900396589,-9.369469688495354,834
94,2019-10-11 09:41:48,106,470,40.52753781852192,-8.094264686009446,814
95,2019-07-08 19:31:03,22,158,38.43546511307642,-9.100947170988096,1230
96,2019-10-22 04:06:36,82,353,39.71316240022049,-8.57948187597247,839
97,2019-02-25 03:10:57,273,325,41.12077298579355,-8.000311693267651,1537
98,2019-01-04 10:17:05,141,327,37.11069351275622,-8.556069503575149,1342
99,2019-12-17 00:38:40,12,186,38.652740139668005,-9.041293636320534,680
100,2019-10-09 15:48:44,22,534,38.583466486836414,-9.039449289084388,1122
101,2019-12-24 05:34:41,3,397,41.26612973687828,-7.471318098413012,117
102,2019-10-30 07:28:42,215,181,40.02974895747325,-7.800921122472693,419
103,2019-03-09 15:22:14,71,421,38.751169689801195,-9.234089848677288,990
104,2019-01-13 02:55:36,266,413,38.71702799933555,-9.166474212122516,1169
105,2019-01-02 23:00:37,208,77,38.54118370553423,-9.020177671533128,869
106,2019-01-06 14:17:08,236,2,40.53306059428342,-8.593758164771046,56
107,2019-01-04 17:31:07,263,123,38.70182405913999,-9.224459905455648,934
108,2019-08-29 13:53:19,213,231,41.074032000471185,-7.12769927959727,1058
109,2019-12-06 17:50:56,2,78,38.203746617935394,-7.225116956046728,1336
110,2019-06-19 14:11:09,148,451,41.36267163593962,-8.754557219579771,435
111,2019-11-18 16:13:35,189,533,38.92957256148934,-9.012929787813116,1198
112,2019-08-24 10:05:38,201,151,41.413926688809454,-8.425618739343424,1190
113,2019-11-19 20:50:20,263,559,38.69867777388074,-9.302349981922987,756
114,2019-11-30 11:51:53,123,198,39.33357402016843,-9.150576453958873,1059
115,2019-02-22 19:01:35,256,424,39.40781923283475,-9.137027202776324,1313
116,2019-12-26 21:54:22,225,574,41.38814862644372,-8.337284518561175,585
117,2019-07-15 19:32:07,165,453,41.555531060688025,-8.420579834913035,645
118,2019-07-24 05:12:36,266,256,38.709327216220935,-9.158765730006072,234
119,2019-02-19 11:52:52,198,517,39.47957465911799,-8.194373017386093,366
120,2019-11-15 18:19:20,216,304,38.6486718580564,-8.504420230761221,1301
121,2019-08-28 05:37:38,111,501,40.77998213341248,-7.120332844982317,1134
122,2019-01-28 12:06:22,227,478,38.381046100485484,-7.965257836921184,901
123,2019-01-26 06:16:28,82,220,39.69986367501971,-8.626525624898614,1694
124,2019-12-13 04:05:34,90,287,38.751164542598985,-9.250745362062343,320
125,2019-10-10 04:54:56,268,514,40.654458643508065,-7.905840615898656,0
126,2019-01-22 10:19:12,158,252,41.298384222904396,-8.454974898265677,1082
127,2019-12-03 19:12:04,231,429,37.14406064175463,-8.02051610894043,785
128,2019-05-26 04:19:52,159,527,37.14535250243112,-8.489026489638452,663
129,2019-08-27 00:12:00,201,505,41.40664021501825,-8.402806340774589,93
130,2019-01-29 08:02:52,261,59,40.09732437814504,-8.53780683461604,1074
131,2019-05-26 12:56:30,94,276,41.930835880349456,-8.55536977694981,1203
132,2019-01-30 02:29:21,88,307,41.27307646109305,-8.082761873632855,333
133,2019-02-02 07:59:14,150,410,39.04730752000078,-9.004752705174942,673
134,2019-10-02 23:44:17,274,126,39.17107492443664,-8.826061191590771,961
135,2019-10-25 20:17:33,266,287,38.70008090199072,-9.213601127351131,1064
136,2019-05-23 13:46:37,193,150,41.08928313739303,-8.419200984675268,1156
137,2019-07-08 21:33:24,236,491,40.64041672960674,-8.629464628320417,1280
138,2019-01-18 06:01:03,274,126,39.13848564240149,-8.824013586525384,1453
139,2019-09-02 06:48:46,36,7,41.42789652209225,-8.189760046146134,310
140,2019-09-13 03:52:04,141,327,37.14890764929863,-8.562523052579639,476
141,2019-06-22 21:59:06,148,431,41.35662590999422,-8.721137782691972,1531
142,2019-02-26 11:37:06,165,481,41.55298226160714,-8.437832498933693,1014
143,2019-06-05 01:18:42,77,338,41.195447772381456,-8.445967174042076,70
144,2019-04-16 21:43:11,177,479,39.958061784285405,-8.426811267761245,1103
145,2019-05-28 19:42:37,242,210,41.18792761215326,-8.59043408086318,182
146,2019-08-09 14:15:35,165,336,41.55334047263166,-8.407021981230834,879
147,2019-12-29 16:53:01,45,128,38.65013085429189,-9.157985474401954,314
148,2019-01-17 13:53:57,88,307,41.24209950172337,-7.957391144404801,473
149,2019-07-01 11:56:03,165,336,41.544915147530865,-8.414141267285412,879
150,2019-03-10 00:57:44,19,574,41.36910828241322,-8.317046177201673,585
151,2019-12-07 03:33:01,2,78,38.06503602529241,-7.144302176323863,1336
152,2019-04-30 13:26:04,81,97,41.14952839723725,-8.629505527453102,1506
153,2019-04-03 18:43:32,133,404,38.794276392450726,-9.126445636843927,1204
154,2019-07-10 17:17:49,265,105,41.124484239360925,-8.634612607565817,746
155,2019-08-21 17:31:08,188,439,37.0931611047762,-8.169931211200716,1376
156,2019-04-09 12:58:50,2,277,38.06459133183411,-7.154732225112007,688
157,2019-03-12 21:50:12,156,391,40.61744300420903,-7.537898054569473,607
158,2019-11-18 06:59:12,151,193,40.42884648500492,-7.739218927990441,1238
159,2019-11-16 15:25:42,90,99,38.781958451851594,-9.274553277251954,1086
160,2019-02-12 23:15:43,189,272,38.89483850313274,-9.036498272546845,1216
161,2019-11-19 13:54:09,55,341,39.24021459679021,-9.097503871407435,1516
162,2019-06-21 15:14:27,36,7,41.45395847150382,-8.149965260196016,310
163,2019-12-17 14:45:21,37,399,41.21342645110829,-8.553057261805689,33
164,2019-05-09 16:15:14,198,517,39.45208882620876,-8.198701981451888,849
165,2019-10-29 12:54:32,275,289,38.936282660141444,-9.29380123538073,1087
166,2019-02-16 10:56:43,259,544,42.04577687094158,-8.334532775119222,1392
167,2019-08-30 23:08:47,222,429,37.157487833332425,-7.884896714623,1140
168,2019-08-09 15:16:23,148,451,41.35141689982885,-8.748971676145812,435
169,2019-05-12 20:07:48,81,1,41.14061379990588,-8.585439233108835,1116
170,2019-12-19 00:25:46,193,1,41.1888659730201,-8.542443809114213,1116
171,2019-11-13 01:35:28,268,435,40.649583905922626,-7.86309472019005,1048
172,2019-12-11 22:48:26,81,214,41.14855681414163,-8.611635177725406,429
173,2019-02-14 21:13:49,7,242,40.59134446947746,-7.811124070770384,1270
174,2019-01-10 16:59:07,208,371,38.516643374397795,-8.856997200510113,260
175,2019-11-15 10:43:29,37,399,41.22551258885385,-8.543398922371507,33
176,2019-04-16 15:05:19,207,484,40.19421273927668,-8.412638377768412,1604
177,2019-12-01 17:51:25,135,100,41.16704905205852,-7.7763862704473805,163
178,2019-04-25 23:24:08,258,288,39.13412342394499,-8.89893295860847,1101
179,2019-05-03 04:47:32,208,82,38.534867636637216,-8.885660740146447,1099
180,2019-06-13 13:47:18,141,327,37.1331480276543,-8.541978512750196,476
181,2019-03-19 17:28:37,140,144,40.28735110803142,-8.616679311416245,144
182,2019-02-12 08:29:00,208,347,38.54245641348214,-8.881927289305418,927
183,2019-04-28 21:30:03,12,134,38.66741076916397,-9.051427794747626,759
184,2019-11-13 17:21:08,54,528,39.82421869098457,-7.483590032882499,1158
185,2019-08-18 14:37:15,92,389,39.16739274897396,-9.310629813202057,834
186,2019-01-23 15:01:13,24,383,39.60842480188995,-9.05617862998669,393
187,2019-12-26 06:33:19,208,347,38.527964471712025,-8.866884342180244,927
188,2019-12-30 16:16:48,36,7,41.42971084998512,-8.181615966859663,1514
189,2019-04-08 00:05:51,276,519,41.657694540849995,-8.696272193842182,1167
190,2019-07-03 09:49:11,137,361,37.039880230940994,-7.8290151301947395,1572
191,2019-10-24 06:48:14,251,10,39.2444308384592,-9.303619450740321,624
192,2019-09-09 10:45:57,45,48,38.63147177523657,-9.19445716513031,1036
193,2019-08-09 15:36:14,60,387,40.80581755169388,-8.568838210743747,1312
194,2019-11-21 12:06:46,230,342,41.654058858494395,-8.432978282873032,1175
195,2019-07-13 12:01:40,69,385,41.38740661980264,-7.9894116544872755,881
196,2019-02-17 12:12:47,71,421,38.74285159253742,-9.232556712348233,154
197,2019-06-02 00:39:41,168,290,38.014948803520774,-7.844438134854245,858
198,2019-01-19 04:39:03,256,424,39.402114654864484,-9.047746192705745,1313
199,2019-05-27 17:11:08,274,126,39.174225177506415,-8.844527464860832,961
200,2019-04-08 00:08:04,17,87,38.71246418153003,-9.43725508365684,80
201,2019-10-10 19:32:12,76,38,38.75056604992642,-8.950628507621396,1684
202,2019-01-26 07:19:00,3,35,41.2540856143545,-7.496892871014023,770
203,2019-06-09 08:23:06,123,198,39.34082432739525,-9.191935048108029,734
204,2019-07-05 22:17:25,88,546,41.266833883644765,-8.194696272055303,1446
205,2019-05-23 14:38:08,207,346,40.20391253050007,-8.407671307479177,691
206,2019-12-28 09:36:38,251,10,39.29329387791435,-9.21549019255639,1600
207,2019-05-02 10:11:34,229,16,40.690984365906424,-8.479841434496285,44
208,2019-07-26 08:01:02,266,415,38.74416402823858,-9.176296395767757,914
209,2019-12-26 10:20:52,204,316,41.68750984385337,-6.607466573197763,853
210,2019-06-04 19:51:05,90,430,38.78611083236741,-9.34620140886334,827
211,2019-01-13 03:51:33,135,100,41.17440653302612,-7.802505411124984,442
212,2019-07-18 18:52:02,221,269,41.76375692970468,-8.573550377049349,470
213,2019-04-30 08:22:44,44,191,40.914987295931155,-8.567387680319055,1665
214,2019-11-30 15:42:28,212,111,39.49549222842935,-8.547671214021769,328
215,2019-10-02 00:01:14,31,464,42.018869758232086,-8.562033581987059,1388
216,2019-11-12 02:24:12,194,213,41.816001229085195,-8.856650505379417,1507
217,2019-10-19 09:20:42,108,298,41.391255187766006,-8.77430458106547,122
218,2019-07-26 21:28:44,9,403,40.21307419314841,-8.05351645377573,37
219,2019-04-20 22:44:48,265,182,41.12472844511584,-8.623144470666368,1565
220,2019-04-22 10:06:09,263,123,38.70252566583479,-9.234854330760102,934
221,2019-01-22 08:44:20,90,352,38.76253404865649,-9.310011348964736,1374
222,2019-10-28 15:54:16,85,111,39.445930505557996,-8.671038852684044,328
223,2019-03-12 10:05:27,114,121,41.561020166687406,-8.169645485605164,1646
224,2019-10-27 03:48:44,117,357,40.39046097571217,-8.272094354030433,876
225,2019-09-04 15:30:57,92,389,39.13715624287819,-9.369370840710026,834
226,2019-07-19 09:15:12,201,151,41.38446780340465,-8.5230314285994,1190
227,2019-07-08 06:17:27,235,406,41.513792481717346,-8.767593526557445,1414
228,2019-05-03 09:32:10,147,547,40.75602486605027,-6.8644552689362435,1403
229,2019-11-19 00:53:09,136,170,38.62259720585773,-9.125009573777914,153
230,2019-06-27 16:32:36,189,272,38.9202168737695,-9.026618643060795,1473
231,2019-05-01 09:16:55,84,526,37.717307293837266,-8.665812555824361,199
232,2019-02-08 16:40:53,132,110,41.632660964051105,-8.139261490557034,762
233,2019-03-30 14:07:12,225,574,41.393123943449595,-8.268998397923962,585
234,2019-04-12 20:33:40,17,518,38.68858112397648,-9.337452066778125,697
235,2019-03-23 15:54:37,240,218,40.86552622317148,-8.611697877477239,592
236,2019-06-29 13:09:29,248,18,41.21373106904738,-8.685351865356438,493
237,2019-01-20 06:50:27,266,259,38.71731446176879,-9.233072460340892,181
238,2019-06-06 08:29:33,133,575,38.83009920954637,-9.097669571153407,1114
239,2019-03-18 14:09:24,189,340,38.95335345171853,-8.989980166261322,402
240,2019-10-07 08:52:48,5,145,39.177670608816804,-8.24364167363415,536
241,2019-01-05 08:11:35,189,475,38.877743595292365,-9.053672571348958,811
242,2019-11-05 14:06:44,207,484,40.2306314748618,-8.518396092422726,1604
243,2019-06-30 05:03:27,60,387,40.76870738410303,-8.575932549080044,1312
244,2019-08-01 22:10:50,159,527,37.137905353099974,-8.453288578146015,259
245,2019-09-05 23:08:53,44,191,40.94563956986018,-8.566244563487954,1665
246,2019-09-26 03:39:25,207,346,40.202475301820854,-8.418635691271994,691
247,2019-05-24 18:01:52,119,60,39.01798984905853,-9.163421566471316,1580
248,2019-05-02 02:31:57,73,133,37.12445069562676,-7.624787578307895,547
249,2019-07-03 20:35:23,165,481,41.47559454417005,-8.436057903496131,1014
250,2019-04-17 02:12:05,34,299,40.15599240980909,-8.849998357295469,293
251,2019-03-09 02:48:50,265,557,41.08035053412124,-8.617022643225175,1177
252,2019-07-02 01:49:20,108,298,41.39036871995334,-8.768857586585717,1314
253,2019-06-05 20:10:10,225,147,41.39504100534001,-8.298097414676457,1306
254,2019-02-10 19:18:33,22,534,38.54821207351492,-9.041488732960396,623
255,2019-05-04 23:15:25,15,364,39.911787212399624,-8.761282844064292,276
256,2019-05-11 13:38:57,263,562,38.750371324892555,-9.265954822678458,1180
257,2019-01-01 22:42:06,168,290,37.921782467167496,-7.792188132317534,565
258,2019-08-22 10:50:15,229,16,40.74595414575024,-8.469210991301782,44
259,2019-03-12 14:41:01,161,573,37.203058124679,-8.84646678501308,997
260,2019-12-25 07:06:18,134,281,38.65661657382085,-9.058680434163561,1692
261,2019-01-03 08:17:45,82,220,39.65264503982921,-8.559861659562005,566
262,2019-02-28 18:05:57,165,248,41.55316020211517,-8.420551185073215,43
263,2019-07-13 23:03:17,15,240,39.84429314669749,-8.660448479975454,1220
264,2019-05-16 17:48:35,15,240,39.96872582920558,-8.62225385862528,1220
265,2019-04-13 22:09:55,17,490,38.74701047430599,-9.393188594448288,911
266,2019-12-06 07:15:38,44,247,40.91964941227546,-8.500896233290177,817
267,2019-02-24 00:33:00,222,429,37.12821415028621,-7.893439168365871,1140
268,2019-05-21 00:33:30,137,107,37.02548716610687,-7.846088436700331,1161
269,2019-08-30 08:17:18,84,46,37.51659659173367,-8.708185889490023,524
270,2019-05-06 09:35:08,216,304,38.68793516808826,-8.467576661627216,85
271,2019-09-23 08:12:19,265,182,41.01789386610459,-8.595623140814787,519
272,2019-05-20 22:23:12,240,166,40.94991813820861,-8.617740386277118,1349
273,2019-05-26 05:14:42,261,59,40.1210880958163,-8.562283967538143,1074
274,2019-12-26 21:39:58,81,508,41.14503359095777,-8.575724789582026,398
275,2019-03-03 08:24:53,248,374,41.22383751259572,-8.608995557488099,939
276,2019-02-07 16:11:39,90,287,38.75342693919827,-9.257702450065826,1434
277,2019-02-17 03:02:49,10,21,41.4408540970928,-7.51826747340235,210
278,2019-04-20 08:30:08,22,158,38.44845992883378,-9.113170543193911,1230
279,2019-04-08 18:14:43,21,456,38.997103675556346,-8.75308467009105,1389
280,2019-10-23 19:18:35,136,281,38.57269744569854,-9.106299013521015,1692
281,2019-01-10 06:12:54,150,410,39.0667112845853,-8.975714647805418,673
282,2019-05-31 04:22:19,160,116,38.5939725895164,-8.698321798356858,1433
283,2019-01-05 19:43:57,136,525,38.59737174545511,-9.097040366693284,1269
284,2019-11-25 03:20:53,118,560,38.819024120529384,-7.166114633012397,1080
285,2019-04-24 12:57:32,242,302,41.1991994744853,-8.584340083570035,485
286,2019-02-06 01:53:21,173,292,41.55198067093298,-8.617558340414284,1244
287,2019-02-15 06:32:08,133,32,38.78738907455921,-9.110226607279817,81
288,2019-10-25 12:32:56,171,190,40.84872935527804,-8.47041194874072,288
289,2019-07-14 02:19:03,37,399,41.20102110654687,-8.54016271343211,33
290,2019-08-02 05:59:09,256,424,39.291747322248185,-9.004515347500753,928
291,2019-03-04 13:03:09,134,281,38.651997020410704,-9.068582466381839,1692
292,2019-03-24 04:55:54,134,136,38.66422223431416,-9.058438669648849,155
293,2019-02-25 00:46:38,133,103,38.82573384667752,-9.166068589329956,40
294,2019-09-20 22:27:57,99,202,38.802364993735914,-9.202358961244459,935
295,2019-10-13 22:53:30,256,424,39.39737115424866,-9.1344798069403,928
296,2019-07-24 06:28:59,266,146,38.76812918562646,-9.111387763430448,505
297,2019-12-28 21:53:53,209,212,39.91954452857294,-8.145944816511019,1310
298,2019-02-04 18:31:28,45,525,38.5849744584798,-9.17599583551461,1269
299,2019-06-23 22:30:00,62,4,39.417191589209594,-7.456382747134873,1245
300,2019-05-31 06:34:07,141,76,37.17304181507903,-8.532217955698247,523
301,2019-07-04 03:36:47,38,458,41.392088544714234,-6.894464734796594,1191
302,2019-09-07 14:56:23,92,235,39.093741394318435,-9.243686878954705,423
303,2019-01-08 19:19:09,204,316,41.7646512865908,-6.750191571444571,853
304,2019-10-13 15:32:42,269,477,41.52372680561092,-6.940243350984946,1250
305,2019-10-06 21:26:05,165,453,41.55310244889364,-8.440421651325437,645
306,2019-10-16 15:18:42,173,102,41.53162762464401,-8.608572949978537,142
307,2019-11-10 14:50:54,254,175,41.287961052835904,-8.329548131476022,690
308,2019-07-06 02:53:40,12,186,38.651842497202466,-8.98482783051528,680
309,2019-06-24 05:37:12,275,45,38.963380816840264,-9.415355547665937,239
310,2019-12-17 01:17:41,32,558,38.84254139717263,-7.58579979329765,1084
311,2019-05-27 12:47:45,90,287,38.75925290889813,-9.2530635718704,1221
312,2019-05-01 08:47:12,191,345,40.1957940121977,-8.283259986567595,1209
313,2019-06-07 21:31:16,12,186,38.6428712383392,-9.040032028002903,680
314,2019-11-11 08:05:26,192,63,41.36745117057969,-8.273310254999979,1402
315,2019-05-23 11:50:52,143,409,39.35301390116838,-8.480542880602423,1071
316,2019-08-14 10:38:07,221,206,41.64643595080766,-8.544386841826867,1360
317,2019-05-18 05:04:17,265,182,41.02725889148406,-8.56123546027998,1413
318,2019-02-20 01:56:53,249,3,37.1059205423824,-8.687372241600935,69
319,2019-01-07 05:54:23,133,32,38.78306515693452,-9.09739087592318,851
320,2019-04-08 00:54:51,254,244,41.27571551808481,-8.386882985627471,1521
321,2019-02-28 05:10:21,133,146,38.78642635897229,-9.125010568202867,684
322,2019-02-09 01:07:55,233,243,40.473850362225505,-7.603656654462097,620
323,2019-12-29 10:16:44,189,272,38.89541791071186,-9.05120828951254,1473
324,2019-07-13 03:47:07,15,240,39.905128499055685,-8.698511691793641,1207
325,2019-01-17 03:07:51,136,350,38.61654697159587,-9.080429969323676,1466
326,2019-10-04 02:47:39,152,72,37.256862174553625,-8.278405777832914,1228
327,2019-05-02 01:02:20,123,198,39.327647554875945,-9.234935009091949,734
328,2019-02-25 14:16:03,109,207,39.47556360589896,-8.366176624797443,1680
329,2019-11-30 23:41:38,145,540,38.98096477410473,-9.150870004402039,842
330,2019-12-21 15:16:15,12,136,38.627962700067165,-9.013348162850743,1168
331,2019-02-12 04:42:51,26,268,38.58421819751163,-7.907669318577043,822
332,2019-11-12 02:36:30,266,146,38.75222196560992,-9.110609286140198,505
333,2019-04-22 15:49:15,171,190,40.86425813110901,-8.488695152302954,1288
334,2019-01-14 04:06:02,108,298,41.41240707410538,-8.765588805270562,1314
335,2019-09-01 06:27:32,266,415,38.74465879837814,-9.122946574218833,1213
336,2019-03-27 16:32:48,198,517,39.36799461653459,-8.104375535941054,849
337,2019-05-17 14:52:17,201,151,41.35407621478741,-8.544439290698552,1644
338,2019-12-20 19:48:18,200,438,37.778450836991404,-8.015173834890478,1554
339,2019-08-05 07:39:22,19,574,41.37278057970962,-8.274689409784562,585
340,2019-05-09 17:58:44,45,31,38.66940412485191,-9.18231357745706,1214
341,2019-01-24 05:38:02,261,59,40.066674472490014,-8.44950631080891,1074
342,2019-01-13 22:06:32,191,345,40.216621454706086,-8.258064644703628,1209
343,2019-12-07 22:46:55,134,281,38.629971994325174,-9.040468473093233,1692
344,2019-06-20 09:43:22,133,440,38.83358797631364,-9.104452663351221,1300
345,2019-02-01 21:16:59,160,296,38.556083976119176,-8.901217122252845,1247
346,2019-06-12 10:14:12,108,298,41.39595472140649,-8.73505074910468,1314
347,2019-12-02 00:37:47,158,505,41.347602195508784,-8.395239721853187,93
348,2019-01-03 18:50:48,34,359,40.067739225973284,-8.806513901385534,183
349,2019-10-28 18:20:43,81,97,41.15591275971626,-8.61565405797188,1506
350,2019-04-13 23:51:34,201,40,41.43639067132231,-8.420208424490205,292
351,2019-12-27 20:49:27,169,89,41.27353850133612,-8.293976299200024,119
352,2019-12-01 18:39:52,229,16,40.686027220167496,-8.480249313419074,44
353,2019-06-12 11:30:09,36,7,41.43138170486063,-8.218672376738354,1514
354,2019-10-10 06:47:10,242,228,41.27321274094515,-8.637657097058945,399
355,2019-06-03 16:19:30,61,70,39.52481177430722,-8.385537973125503,322
356,2019-10-11 04:59:22,77,179,41.23172762901535,-8.406420294192227,1629
357,2019-03-02 06:43:03,198,517,39.47798594784197,-8.164727709469204,366
358,2019-03-09 05:18:14,201,27,41.47933666245934,-8.485463743022095,655
359,2019-01-21 07:14:48,265,105,41.136084817258414,-8.624304388008127,195
360,2019-08-01 16:49:15,41,489,40.33741036814436,-7.882831000736385,36
361,2019-01-05 14:40:37,52,511,40.509931028233346,-8.502542391089289,173
362,2019-11-01 05:42:44,133,344,38.89553226155279,-9.101801989793772,1533
